,Loss,Pixel Accuracy,Mean IoU,F1 Score
0,0.02469007484614849,0.19125736830127466,0.02305317525696139,0.03961311960559963
1,0.02503141574561596,0.5419284457844042,0.07247021667869491,0.10367014731735558
2,0.021443786099553108,0.5262505295585228,0.07683262313502316,0.11312274559606052
3,0.020995374768972397,0.5089074370879573,0.09594622637880401,0.14745669248108365
4,0.02026371657848358,0.514672561018588,0.10430453025313048,0.1609693097797464
